Drug_name	DrugBank_ID	CHEMBL_ID	Gene_name	UniProt	Source	EntrezID
oxytocin	DB00107	CHEMBL395429	AVPR2	P30518	CHEMBL,TTD,IUPHAR	554
oxytocin	DB00107	CHEMBL395429	OXTR	P30559	CHEMBL,TTD,IUPHAR	5021
ozanimod	DB12612	CHEMBL3707247	S1PR1	S1PR1_HUMAN	TTD,IUPHAR	1901
ozanimod	DB12612	CHEMBL3707247	S1PR2	O95136	IUPHAR	9294
ozanimod	DB12612	CHEMBL3707247	S1PR3	Q99500	IUPHAR	1903
ozanimod	DB12612	CHEMBL3707247	S1PR4	O95977	IUPHAR	8698
ozanimod	DB12612	CHEMBL3707247	S1PR5	S1PR5_HUMAN	TTD,IUPHAR	53637
paclitaxel	DB01229	CHEMBL428647	ABCB1	P08183	CHEMBL	5243
paclitaxel	DB01229	CHEMBL428647	CCKAR	P32238	CHEMBL	886
paclitaxel	DB01229	CHEMBL428647	MERTK	Q12866	CHEMBL	10461
paclitaxel	DB01229	CHEMBL428647	NOD2	Q9HC29	BindingDB	64127
paclitaxel	DB01229	CHEMBL428647	NR1I2	O75469	IUPHAR	8856
paclitaxel	DB01229	CHEMBL428647	OPRD1	P41143	CHEMBL	4985
paclitaxel	DB01229	CHEMBL428647	TACR2	P21452	CHEMBL	6865
paclitaxel	DB01229	CHEMBL428647	TUBB	P07437	IUPHAR	203068
paclitaxel	DB01229	CHEMBL428647	TUBB3	Q13509	CHEMBL	10381
paclitaxel	DB01229	CHEMBL428647	TUBB4B	P68371	CHEMBL	10383
palbociclib	DB09073	CHEMBL189963	ABL1	ABL1_HUMAN	TTD	25
palbociclib	DB09073	CHEMBL189963	CCND1	P24385	CHEMBL	595
palbociclib	DB09073	CHEMBL189963	CCND3	P30281	CHEMBL	896
palbociclib	DB09073	CHEMBL189963	CCNE1	P24864	CHEMBL	898
palbociclib	DB09073	CHEMBL189963	CCNK	O75909	BindingDB	8812
palbociclib	DB09073	CHEMBL189963	CCNT1	O60563	CHEMBL	904
palbociclib	DB09073	CHEMBL189963	CDK1	P06493	CHEMBL,TTD	983
palbociclib	DB09073	CHEMBL189963	CDK2	P24941	CHEMBL,TTD	1017
palbociclib	DB09073	CHEMBL189963	CDK4	P11802	CHEMBL,TTD,IUPHAR,BindingDB	1019
palbociclib	DB09073	CHEMBL189963	CDK5	CDK5_HUMAN	TTD	1020
palbociclib	DB09073	CHEMBL189963	CDK6	Q00534	CHEMBL,TTD,IUPHAR,BindingDB	1021
palbociclib	DB09073	CHEMBL189963	CDK7	CDK7_HUMAN	TTD	1022
palbociclib	DB09073	CHEMBL189963	CDK9	P50750	CHEMBL,TTD,BindingDB	1025
palbociclib	DB09073	CHEMBL189963	CSF1R	CSF1R_HUMAN	TTD	1436
palbociclib	DB09073	CHEMBL189963	FGFR1	FGFR1_HUMAN	TTD	2260
palbociclib	DB09073	CHEMBL189963	FLT3	P36888	CHEMBL,TTD,BindingDB	2322
palbociclib	DB09073	CHEMBL189963	FYN	FYN_HUMAN	TTD	2534
palbociclib	DB09073	CHEMBL189963	JAK3	JAK3_HUMAN	TTD,BindingDB	3718
palbociclib	DB09073	CHEMBL189963	NUAK1	NUAK1_HUMAN	TTD	9891
palbociclib	DB09073	CHEMBL189963	PDGFRB	PGFRB_HUMAN	TTD	5159
palbociclib	DB09073	CHEMBL189963	PIK3CD	PK3CD_HUMAN	TTD	5293
paliperidone	DB01267	CHEMBL1621	AANAT	Q64666	BindingDB	15
paliperidone	DB01267	CHEMBL1621	ADRA1A	P35348	BindingDB	148
paliperidone	DB01267	CHEMBL1621	ADRB1	P08588	BindingDB	153
paliperidone	DB01267	CHEMBL1621	ADRB2	P07550	BindingDB	154
paliperidone	DB01267	CHEMBL1621	DRD2	DRD2_HUMAN	TTD	1813
paliperidone	DB01267	CHEMBL1621	HRH1	P35367	BindingDB	3269
paliperidone	DB01267	CHEMBL1621	HTR1A	5HT1A_HUMAN	TTD	3350
paliperidone	DB01267	CHEMBL1621	HTR1B	Q9N2B7	BindingDB	3351
paliperidone	DB01267	CHEMBL1621	HTR1D	Q61224	BindingDB	3352
paliperidone	DB01267	CHEMBL1621	HTR2A	5HT2A_HUMAN	TTD	3356
paliperidone	DB01267	CHEMBL1621	HTR2C	P28335	BindingDB	3358
paliperidone	DB01267	CHEMBL1621	KCNH2	Q12809	CHEMBL,TTD,BindingDB	3757
paliperidone	DB01267	CHEMBL1621	TAC1	P20366	BindingDB	6863
palonosetron	DB00377	CHEMBL1189679	HTR3A	P46098	CHEMBL,TTD,IUPHAR	3359
palonosetron	DB00377	CHEMBL1189679	HTR3B	O95264	CHEMBL	9177
palonosetron	DB00377	CHEMBL1189679	KCNH2	KCNH2_HUMAN	TTD	3757
pamidronic acid	DB00282	CHEMBL834	FDPS	P14324	CHEMBL,IUPHAR,BindingDB	2224
panitumumab	DB01269	CHEMBL1201827	EGFR	P00533	IUPHAR	1956
panobinostat	DB06603	CHEMBL483254	BRD4	O60885	CHEMBL,TTD	23476
panobinostat	DB06603	CHEMBL483254	HDAC1	Q13547	CHEMBL,TTD,IUPHAR	3065
panobinostat	DB06603	CHEMBL483254	HDAC10	Q969S8	CHEMBL,TTD	83933
panobinostat	DB06603	CHEMBL483254	HDAC11	Q96DB2	CHEMBL,TTD	79885
panobinostat	DB06603	CHEMBL483254	HDAC2	Q92769	CHEMBL,TTD,IUPHAR	3066
panobinostat	DB06603	CHEMBL483254	HDAC3	O15379	CHEMBL,TTD,IUPHAR	8841
panobinostat	DB06603	CHEMBL483254	HDAC4	P56524	CHEMBL,TTD,IUPHAR	9759
panobinostat	DB06603	CHEMBL483254	HDAC5	Q9UQL6	CHEMBL,TTD	10014
panobinostat	DB06603	CHEMBL483254	HDAC6	Q9UBN7	CHEMBL,TTD,IUPHAR	10013
panobinostat	DB06603	CHEMBL483254	HDAC7	Q8WUI4	CHEMBL,TTD,IUPHAR	51564
panobinostat	DB06603	CHEMBL483254	HDAC8	Q9BY41	CHEMBL,TTD,IUPHAR	55869
panobinostat	DB06603	CHEMBL483254	HDAC9	Q9UKV0	CHEMBL,TTD,IUPHAR	9734
panobinostat	DB06603	CHEMBL483254	LTA4H	LKHA4_HUMAN	TTD	4048
panobinostat	DB06603	CHEMBL483254	PIK3CB	PK3CB_HUMAN	TTD	5291
panobinostat	DB06603	CHEMBL483254	PIK3CG	PK3CG_HUMAN	TTD	5294
panobinostat	DB06603	CHEMBL483254	SIRT1	SIR1_HUMAN	TTD	23411
panobinostat	DB06603	CHEMBL483254	SIRT2	SIR2_HUMAN	TTD	22933
panobinostat	DB06603	CHEMBL483254	SIRT3	SIR3_HUMAN	TTD	23410
pantoprazole	DB00213	CHEMBL1502	ABCG2	Q9UNQ0	BindingDB	9429
pantoprazole	DB00213	CHEMBL1502	FASN	P49327	CHEMBL,TTD	2194
pantoprazole	DB00213	CHEMBL1502	SLC22A2	O15244	CHEMBL,BindingDB	6582
pantoprazole	DB00213	CHEMBL1502	SLC47A1	Q96FL8	CHEMBL,TTD,BindingDB	55244
papaverine	DB01113	CHEMBL19224	ABCB11	ABCBB_HUMAN	TTD	8647
papaverine	DB01113	CHEMBL19224	CYP2C19	P33261	CHEMBL	1557
papaverine	DB01113	CHEMBL19224	KCNH2	KCNH2_HUMAN	TTD,BindingDB	3757
papaverine	DB01113	CHEMBL19224	PDE10A	Q9Y233	CHEMBL,TTD,BindingDB	10846
papaverine	DB01113	CHEMBL19224	PDE1A	P54750	CHEMBL	5136
papaverine	DB01113	CHEMBL19224	PDE1B	Q01066	BindingDB	5153
papaverine	DB01113	CHEMBL19224	PDE2A	O00408	CHEMBL,TTD	5138
papaverine	DB01113	CHEMBL19224	PDE3A	Q14432	CHEMBL,TTD	5139
papaverine	DB01113	CHEMBL19224	PDE3B	Q13370	CHEMBL,TTD	5140
papaverine	DB01113	CHEMBL19224	PDE4A	P27815	CHEMBL,TTD	5141
papaverine	DB01113	CHEMBL19224	PDE4B	Q07343	BindingDB	5142
papaverine	DB01113	CHEMBL19224	PDE4D	Q08499	CHEMBL,TTD	5144
papaverine	DB01113	CHEMBL19224	PDE5A	O76074	CHEMBL,TTD	8654
parecoxib	DB08439	CHEMBL1206690	PTGS2	P35354	CHEMBL,TTD	5743
pargyline	DB01626	CHEMBL673	MAOA	P21397	CHEMBL,TTD	4128
pargyline	DB01626	CHEMBL673	MAOB	P27338	CHEMBL,TTD	4129
paroxetine	DB00715	CHEMBL490	ADRA1A	P35348	BindingDB	148
paroxetine	DB00715	CHEMBL490	CACNA1C	P22002	BindingDB	775
paroxetine	DB00715	CHEMBL490	CHRM1	P11229	CHEMBL	1128
paroxetine	DB00715	CHEMBL490	CHRM2	P08172	CHEMBL	1129
paroxetine	DB00715	CHEMBL490	CHRM3	P20309	CHEMBL,BindingDB	1131
paroxetine	DB00715	CHEMBL490	CHRM4	P08173	CHEMBL	1132
paroxetine	DB00715	CHEMBL490	CHRM5	P08912	CHEMBL,BindingDB	1133
paroxetine	DB00715	CHEMBL490	CYP1A1	P04798	BindingDB	1543
paroxetine	DB00715	CHEMBL490	CYP2D6	P10635	CHEMBL,TTD	1565
paroxetine	DB00715	CHEMBL490	GRK2	P25098	CHEMBL,TTD,BindingDB	156
paroxetine	DB00715	CHEMBL490	KCNH2	Q12809	CHEMBL,BindingDB	3757
paroxetine	DB00715	CHEMBL490	MPO	P05164	CHEMBL,TTD,BindingDB	4353
paroxetine	DB00715	CHEMBL490	P2RX4	Q99571	CHEMBL,TTD,IUPHAR,BindingDB	5025
paroxetine	DB00715	CHEMBL490	SIGMAR1	Q99720	CHEMBL	10280
paroxetine	DB00715	CHEMBL490	SLC6A2	P23975	CHEMBL,TTD	6530
paroxetine	DB00715	CHEMBL490	SLC6A3	Q01959	CHEMBL,TTD,BindingDB	6531
paroxetine	DB00715	CHEMBL490	SLC6A4	P31645	CHEMBL,TTD,IUPHAR,BindingDB	6532
paroxetine	DB00715	CHEMBL490	TACR1	P25103	CHEMBL,TTD,BindingDB	6869
pasireotide	DB06663	CHEMBL3039583	SSTR1	SSR1_HUMAN	TTD,IUPHAR	6751
pasireotide	DB06663	CHEMBL3039583	SSTR2	SSR2_HUMAN	TTD,IUPHAR	6752
pasireotide	DB06663	CHEMBL3039583	SSTR3	SSR3_HUMAN	TTD,IUPHAR	6753
pasireotide	DB06663	CHEMBL3039583	SSTR4	SSR4_HUMAN	TTD	6754
pasireotide	DB06663	CHEMBL3039583	SSTR5	SSR5_HUMAN	TTD,IUPHAR	6755
pazopanib	DB06589	CHEMBL477772	AAK1	Q2M2I8	CHEMBL,BindingDB	22848
pazopanib	DB06589	CHEMBL477772	ABCC4	O15439	BindingDB	10257
pazopanib	DB06589	CHEMBL477772	ABL1	P00519	CHEMBL,BindingDB	25
pazopanib	DB06589	CHEMBL477772	ABL2	P42684	CHEMBL,BindingDB	27
pazopanib	DB06589	CHEMBL477772	ACHE	P22303	CHEMBL,BindingDB	43
pazopanib	DB06589	CHEMBL477772	ACVR2B	Q13705	CHEMBL,BindingDB	93
pazopanib	DB06589	CHEMBL477772	ALK	Q9UM73	CHEMBL,BindingDB	238
pazopanib	DB06589	CHEMBL477772	AURKA	O14965	CHEMBL,BindingDB	6790
pazopanib	DB06589	CHEMBL477772	AURKC	Q9UQB9	CHEMBL	6795
pazopanib	DB06589	CHEMBL477772	BLK	P51451	CHEMBL	640
pazopanib	DB06589	CHEMBL477772	BMP2K	Q9NSY1	CHEMBL,BindingDB	55589
pazopanib	DB06589	CHEMBL477772	BMPR1B	O00238	CHEMBL	658
pazopanib	DB06589	CHEMBL477772	BRAF	P15056	CHEMBL,BindingDB	673
pazopanib	DB06589	CHEMBL477772	CA9	Q16790	CHEMBL	768
pazopanib	DB06589	CHEMBL477772	CAMK1	Q14012	CHEMBL,BindingDB	8536
pazopanib	DB06589	CHEMBL477772	CAMK1G	Q96NX5	CHEMBL,BindingDB	57172
pazopanib	DB06589	CHEMBL477772	CDK11A	Q9UQ88	CHEMBL,BindingDB	728642
pazopanib	DB06589	CHEMBL477772	CDK11B	P21127	CHEMBL	984
pazopanib	DB06589	CHEMBL477772	CDK16	Q00536	CHEMBL	5127
pazopanib	DB06589	CHEMBL477772	CSF1R	P07333	CHEMBL,IUPHAR	1436
pazopanib	DB06589	CHEMBL477772	DDR1	Q08345	CHEMBL,BindingDB	780
pazopanib	DB06589	CHEMBL477772	DDR2	Q16832	CHEMBL,BindingDB	4921
pazopanib	DB06589	CHEMBL477772	EGFR	Q504U8	BindingDB	1956
pazopanib	DB06589	CHEMBL477772	EIF2AK2	P19525	CHEMBL,BindingDB	5610
pazopanib	DB06589	CHEMBL477772	EPHA3	P29320	BindingDB	2042
pazopanib	DB06589	CHEMBL477772	EPHB6	O15197	CHEMBL	2051
pazopanib	DB06589	CHEMBL477772	FER	P16591	CHEMBL	2241
pazopanib	DB06589	CHEMBL477772	FES	P07332	CHEMBL	2242
pazopanib	DB06589	CHEMBL477772	FGFR1	P11362	CHEMBL,IUPHAR,BindingDB	2260
pazopanib	DB06589	CHEMBL477772	FGFR2	P21802	CHEMBL,BindingDB	2263
pazopanib	DB06589	CHEMBL477772	FGFR3	P22607	CHEMBL,BindingDB	2261
pazopanib	DB06589	CHEMBL477772	FGFR4	P22455	CHEMBL	2264
pazopanib	DB06589	CHEMBL477772	FGR	P09769	CHEMBL	2268
pazopanib	DB06589	CHEMBL477772	FLT1	P17948	CHEMBL,IUPHAR,BindingDB	2321
pazopanib	DB06589	CHEMBL477772	FLT3	P36888	CHEMBL,BindingDB,BindingDB	2322
pazopanib	DB06589	CHEMBL477772	FLT4	P35916	CHEMBL,IUPHAR,BindingDB,BindingDB	2324
pazopanib	DB06589	CHEMBL477772	FRK	P42685	CHEMBL	2444
pazopanib	DB06589	CHEMBL477772	FYN	P06241	CHEMBL	2534
pazopanib	DB06589	CHEMBL477772	GAK	O14976	CHEMBL,BindingDB	2580
pazopanib	DB06589	CHEMBL477772	HCK	P08631	CHEMBL	3055
pazopanib	DB06589	CHEMBL477772	IRAK1	P51617	CHEMBL	3654
pazopanib	DB06589	CHEMBL477772	IRAK3	Q9Y616	CHEMBL,BindingDB	11213
pazopanib	DB06589	CHEMBL477772	JAK2	O60674	CHEMBL,BindingDB	3717
pazopanib	DB06589	CHEMBL477772	JAK3	P52333	CHEMBL,BindingDB	3718
pazopanib	DB06589	CHEMBL477772	KDR	P35968	CHEMBL,IUPHAR,BindingDB	3791
pazopanib	DB06589	CHEMBL477772	KIT	P10721	CHEMBL,IUPHAR	3815
pazopanib	DB06589	CHEMBL477772	LCK	P06239	CHEMBL	3932
pazopanib	DB06589	CHEMBL477772	LIMK1	P53667	CHEMBL,BindingDB	3984
pazopanib	DB06589	CHEMBL477772	LIMK2	P53671	CHEMBL,BindingDB	3985
pazopanib	DB06589	CHEMBL477772	LTK	P29376	CHEMBL,BindingDB	4058
pazopanib	DB06589	CHEMBL477772	LYN	P07948	CHEMBL,BindingDB	4067
pazopanib	DB06589	CHEMBL477772	MAP2K4	P45985	CHEMBL,BindingDB	6416
pazopanib	DB06589	CHEMBL477772	MAP2K5	Q13163	CHEMBL,BindingDB	5607
pazopanib	DB06589	CHEMBL477772	MAP2K6	P52564	CHEMBL,BindingDB	5608
pazopanib	DB06589	CHEMBL477772	MAP3K1	Q13233	CHEMBL,BindingDB	4214
pazopanib	DB06589	CHEMBL477772	MAP3K10	Q02779	CHEMBL,BindingDB	4294
pazopanib	DB06589	CHEMBL477772	MAP3K11	Q16584	CHEMBL,BindingDB	4296
pazopanib	DB06589	CHEMBL477772	MAP3K19	Q56UN5	CHEMBL,BindingDB	80122
pazopanib	DB06589	CHEMBL477772	MAP3K2	Q9Y2U5	CHEMBL,BindingDB	10746
pazopanib	DB06589	CHEMBL477772	MAP3K9	P80192	CHEMBL	4293
pazopanib	DB06589	CHEMBL477772	MAP4K1	Q92918	CHEMBL,BindingDB	11184
pazopanib	DB06589	CHEMBL477772	MAP4K2	Q12851	CHEMBL	5871
pazopanib	DB06589	CHEMBL477772	MAP4K3	Q8IVH8	CHEMBL,BindingDB	8491
pazopanib	DB06589	CHEMBL477772	MAP4K4	O95819	CHEMBL,BindingDB	9448
pazopanib	DB06589	CHEMBL477772	MAP4K5	Q9Y4K4	CHEMBL,BindingDB	11183
pazopanib	DB06589	CHEMBL477772	MAPK10	P53779	CHEMBL	5602
pazopanib	DB06589	CHEMBL477772	MAPK8	P45983	CHEMBL,BindingDB	5599
pazopanib	DB06589	CHEMBL477772	MARK3	P27448	CHEMBL,BindingDB	4140
pazopanib	DB06589	CHEMBL477772	MERTK	Q12866	CHEMBL	10461
pazopanib	DB06589	CHEMBL477772	MET	P08581	CHEMBL,BindingDB	4233
pazopanib	DB06589	CHEMBL477772	MYLK2	Q9H1R3	CHEMBL,BindingDB	85366
pazopanib	DB06589	CHEMBL477772	NEK2	P51955	CHEMBL	4751
pazopanib	DB06589	CHEMBL477772	NEK5	Q6P3R8	CHEMBL,BindingDB	341676
pazopanib	DB06589	CHEMBL477772	NLK	Q9UBE8	CHEMBL,BindingDB	51701
pazopanib	DB06589	CHEMBL477772	PDGFRA	P16234	CHEMBL,BindingDB	5156
pazopanib	DB06589	CHEMBL477772	PDGFRB	P09619	CHEMBL,IUPHAR,BindingDB	5159
pazopanib	DB06589	CHEMBL477772	PI4KB	Q9UBF8	CHEMBL	5298
pazopanib	DB06589	CHEMBL477772	PIP4K2C	Q8TBX8	CHEMBL,BindingDB	79837
pazopanib	DB06589	CHEMBL477772	PIP5K1C	O60331	CHEMBL,BindingDB	23396
pazopanib	DB06589	CHEMBL477772	PLK4	O00444	CHEMBL,BindingDB	10733
pazopanib	DB06589	CHEMBL477772	PTK6	Q13882	CHEMBL,BindingDB	5753
pazopanib	DB06589	CHEMBL477772	RAF1	P04049	CHEMBL,BindingDB	5894
pazopanib	DB06589	CHEMBL477772	RET	P07949	CHEMBL,BindingDB	5979
pazopanib	DB06589	CHEMBL477772	RIOK2	Q9BVS4	CHEMBL,BindingDB	55781
pazopanib	DB06589	CHEMBL477772	RIPK1	Q13546	CHEMBL,BindingDB	8737
pazopanib	DB06589	CHEMBL477772	RIPK2	O43353	CHEMBL	8767
pazopanib	DB06589	CHEMBL477772	ROS1	P08922	CHEMBL	6098
pazopanib	DB06589	CHEMBL477772	SIK1	P57059	CHEMBL,BindingDB	150094
pazopanib	DB06589	CHEMBL477772	SIK2	Q9H0K1	CHEMBL	23235
pazopanib	DB06589	CHEMBL477772	SLK	Q9H2G2	CHEMBL,BindingDB	9748
pazopanib	DB06589	CHEMBL477772	SRC	P12931	CHEMBL	6714
pazopanib	DB06589	CHEMBL477772	SRMS	Q9H3Y6	CHEMBL	6725
pazopanib	DB06589	CHEMBL477772	STK10	O94804	CHEMBL,BindingDB	6793
pazopanib	DB06589	CHEMBL477772	STK16	O75716	CHEMBL	8576
pazopanib	DB06589	CHEMBL477772	STK36	Q9NRP7	CHEMBL,BindingDB	27148
pazopanib	DB06589	CHEMBL477772	SYK	P43405	CHEMBL,BindingDB	6850
pazopanib	DB06589	CHEMBL477772	TAOK1	Q7L7X3	CHEMBL,BindingDB	57551
pazopanib	DB06589	CHEMBL477772	TAOK2	Q9UL54	CHEMBL	9344
pazopanib	DB06589	CHEMBL477772	TAOK3	Q9H2K8	CHEMBL,BindingDB	51347
pazopanib	DB06589	CHEMBL477772	TEK	Q02763	CHEMBL	7010
pazopanib	DB06589	CHEMBL477772	TGFBR2	P37173	CHEMBL,BindingDB	7048
pazopanib	DB06589	CHEMBL477772	TIE1	P35590	CHEMBL,BindingDB	7075
pazopanib	DB06589	CHEMBL477772	TNIK	Q9UKE5	CHEMBL	23043
pazopanib	DB06589	CHEMBL477772	TNK1	Q13470	CHEMBL,BindingDB	8711
pazopanib	DB06589	CHEMBL477772	TTK	P33981	CHEMBL,BindingDB	7272
pazopanib	DB06589	CHEMBL477772	TXK	P42681	CHEMBL	7294
pazopanib	DB06589	CHEMBL477772	TYK2	P29597	CHEMBL,BindingDB	7297
pazopanib	DB06589	CHEMBL477772	YES1	P07947	CHEMBL,BindingDB	7525
pembrolizumab	DB09037	CHEMBL3137343	PDCD1	Q15116	IUPHAR	5133
pemetrexed	DB00642	CHEMBL225072	DHFR	P00374	CHEMBL,TTD,IUPHAR	1719
pemetrexed	DB00642	CHEMBL225072	FOLR1	P15328	CHEMBL,TTD	2348
pemetrexed	DB00642	CHEMBL225072	FOLR2	P14207	CHEMBL,TTD	2350
pemetrexed	DB00642	CHEMBL225072	GART	P22102	CHEMBL,TTD	2618
pemetrexed	DB00642	CHEMBL225072	SLC19A1	P41440	CHEMBL,TTD	6573
pemetrexed	DB00642	CHEMBL225072	SLC46A1	Q96NT5	CHEMBL,TTD	113235
pemetrexed	DB00642	CHEMBL225072	TYMS	P04818	CHEMBL,TTD,IUPHAR	7298
pemigatinib	DB15102	CHEMBL4297522	FGFR1	P11362	CHEMBL,IUPHAR	2260
pemigatinib	DB15102	CHEMBL4297522	FGFR2	P21802	CHEMBL,IUPHAR	2263
pemigatinib	DB15102	CHEMBL4297522	FGFR3	P22607	CHEMBL,IUPHAR	2261
pemigatinib	DB15102	CHEMBL4297522	FGFR4	P22455	CHEMBL	2264
pemoline	DB01230	CHEMBL1177	SLC6A3	Q01959	CHEMBL	6531
pentagastrin	DB00183	CHEMBL1328	CCKBR	P32239	CHEMBL,TTD	887
pentamidine	DB00738	CHEMBL55	ADRA2A	P08913	CHEMBL	150
pentamidine	DB00738	CHEMBL55	AOC1	P19801	CHEMBL,TTD	26
pentamidine	DB00738	CHEMBL55	CHRM2	P08172	CHEMBL	1129
pentamidine	DB00738	CHEMBL55	CHRM4	P08173	CHEMBL	1132
pentamidine	DB00738	CHEMBL55	CHRM5	P08912	CHEMBL	1133
pentamidine	DB00738	CHEMBL55	CYP2D6	CP2D6_HUMAN	TTD	1565
pentamidine	DB00738	CHEMBL55	DRD3	P35462	CHEMBL	1814
pentamidine	DB00738	CHEMBL55	GRIN1	Q05586	CHEMBL	2902
pentamidine	DB00738	CHEMBL55	HTR2A	P28223	CHEMBL	3356
pentamidine	DB00738	CHEMBL55	HTR2C	P28335	CHEMBL	3358
pentamidine	DB00738	CHEMBL55	KCNH2	Q12809	CHEMBL	3757
pentamidine	DB00738	CHEMBL55	MAOA	P21397	CHEMBL	4128
pentamidine	DB00738	CHEMBL55	PLG	P00747	CHEMBL,TTD,BindingDB	5340
pentamidine	DB00738	CHEMBL55	PTP4A1	Q93096	CHEMBL,TTD,BindingDB	7803
pentamidine	DB00738	CHEMBL55	PTP4A2	Q12974	CHEMBL,TTD,BindingDB	8073
pentamidine	DB00738	CHEMBL55	PTP4A3	O75365	CHEMBL,TTD,BindingDB	11156
pentamidine	DB00738	CHEMBL55	S100B	P04271	CHEMBL,BindingDB	6285
pentamidine	DB00738	CHEMBL55	SAT1	P21673	CHEMBL	6303
pentamidine	DB00738	CHEMBL55	SLC22A2	O15244	CHEMBL,BindingDB	6582
pentamidine	DB00738	CHEMBL55	SLC22A3	O75751	CHEMBL,TTD,BindingDB	6581
pentamidine	DB00738	CHEMBL55	SLC47A1	Q96FL8	CHEMBL,TTD,BindingDB	55244
pentamidine	DB00738	CHEMBL55	SLC47A2	Q86VL8	CHEMBL,TTD,BindingDB	146802
pentamidine	DB00738	CHEMBL55	SLC6A2	P23975	CHEMBL	6530
pentamidine	DB00738	CHEMBL55	SLC6A3	Q01959	CHEMBL	6531
pentamidine	DB00738	CHEMBL55	ST14	Q9Y5Y6	CHEMBL,TTD	6768
pentazocine	DB00652	CHEMBL100116	OPRD1	P41143	BindingDB	4985
pentazocine	DB00652	CHEMBL100116	OPRK1	P41145	BindingDB	4986
pentazocine	DB00652	CHEMBL100116	OPRM1	P33535	BindingDB	4988
pentazocine	DB00652	CHEMBL100116	SIGMAR1	O55242	BindingDB	10280
pentostatin	DB00552	CHEMBL1580	ADA	P00813	CHEMBL,TTD,IUPHAR,BindingDB	100
pentoxifylline	DB00806	CHEMBL628	ACHE	P22303	CHEMBL,TTD,BindingDB	43
pentoxifylline	DB00806	CHEMBL628	ADORA2B	P29275	CHEMBL,TTD,IUPHAR	136
perampanel	DB08883	CHEMBL1214124	GRIA1	P42261	CHEMBL	2890
pergolide	DB01186	CHEMBL531	ADRA1A	P35348	BindingDB	148
pergolide	DB01186	CHEMBL531	ADRA1D	P25100	CHEMBL	146
pergolide	DB01186	CHEMBL531	ADRA2A	P08913	CHEMBL,IUPHAR	150
pergolide	DB01186	CHEMBL531	ADRA2B	P18089	CHEMBL,IUPHAR	151
pergolide	DB01186	CHEMBL531	ADRA2C	P18825	CHEMBL,IUPHAR	152
pergolide	DB01186	CHEMBL531	CYP2D6	P10635	CHEMBL	1565
pergolide	DB01186	CHEMBL531	DRD1	P21728	CHEMBL,TTD,IUPHAR	1812
pergolide	DB01186	CHEMBL531	DRD2	P14416	CHEMBL,TTD,IUPHAR	1813
pergolide	DB01186	CHEMBL531	DRD3	P35462	CHEMBL,TTD,IUPHAR	1814
pergolide	DB01186	CHEMBL531	DRD4	P21917	IUPHAR	1815
pergolide	DB01186	CHEMBL531	DRD5	P21918	IUPHAR	1816
pergolide	DB01186	CHEMBL531	HTR1A	P08908	CHEMBL,TTD,IUPHAR	3350
pergolide	DB01186	CHEMBL531	HTR1B	P28222	IUPHAR,BindingDB	3351
pergolide	DB01186	CHEMBL531	HTR1D	P28221	IUPHAR,BindingDB	3352
pergolide	DB01186	CHEMBL531	HTR2A	P28223	CHEMBL,IUPHAR	3356
pergolide	DB01186	CHEMBL531	HTR2B	P41595	CHEMBL,IUPHAR,BindingDB	3357
pergolide	DB01186	CHEMBL531	HTR2C	P28335	CHEMBL,IUPHAR,BindingDB	3358
pergolide	DB01186	CHEMBL531	HTR6	P50406	CHEMBL	3362
pergolide	DB01186	CHEMBL531	KCNH2	KCNH2_HUMAN	TTD,BindingDB	3757
pergolide	DB01186	CHEMBL531	SNCA	P37840	CHEMBL	6622
perhexiline	DB01074	CHEMBL75880	CHRM1	P11229	CHEMBL	1128
perhexiline	DB01074	CHEMBL75880	CHRM3	P20309	CHEMBL	1131
perhexiline	DB01074	CHEMBL75880	CHRM4	P08173	CHEMBL	1132
perhexiline	DB01074	CHEMBL75880	CHRM5	P08912	CHEMBL	1133
perhexiline	DB01074	CHEMBL75880	CYP2D6	P10635	CHEMBL	1565
perhexiline	DB01074	CHEMBL75880	EGFR	P00533	CHEMBL	1956
perhexiline	DB01074	CHEMBL75880	FYN	P06241	CHEMBL	2534
perhexiline	DB01074	CHEMBL75880	GPR55	Q9Y2T6	BindingDB	9290
perhexiline	DB01074	CHEMBL75880	KCNH2	KCNH2_HUMAN	TTD,BindingDB	3757
perhexiline	DB01074	CHEMBL75880	SIGMAR1	Q99720	CHEMBL	10280
perhexiline	DB01074	CHEMBL75880	SLC6A2	P23975	CHEMBL	6530
periciazine	DB01608	CHEMBL251940	DRD1	P21728	IUPHAR	1812
perindopril	DB00790	CHEMBL1581	ACE	P12821	CHEMBL	1636
perindopril	DB00790	CHEMBL1581	SLC33A1	ACE_HUMAN	TTD	9197
perphenazine	DB00850	CHEMBL567	ADRA1A	P35348	BindingDB	148
perphenazine	DB00850	CHEMBL567	AOX1	AOXA_HUMAN	TTD,BindingDB	316
perphenazine	DB00850	CHEMBL567	CHRM3	P11483	BindingDB	1131
perphenazine	DB00850	CHEMBL567	CYP1A1	P04798	BindingDB	1543
perphenazine	DB00850	CHEMBL567	CYP2D6	CP2D6_HUMAN	TTD	1565
perphenazine	DB00850	CHEMBL567	DRD2	P14416	CHEMBL,TTD,IUPHAR	1813
perphenazine	DB00850	CHEMBL567	HRH1	P35367	IUPHAR,BindingDB	3269
